v03_record_id,node_id,node_name,node_layer,parent_node_id,project_id,project_title,task_id,task_title,primary_job_process_id,secondary_job_process_ids,primary_ability_unit_id,secondary_ability_unit_ids,source_type,source_ref_id,source_maturity,student_title,student_learning_goal,student_action,student_output,assessment_output,resource_card_ids,resource_type,learning_activity_type,node_status,audit_status,review_required_type,risk_level,media_handling_status,professional_risk_type,version_status,v03_maturity,source_files,notes
N-V031A-INC-P3T3-005,P3T3-N05,完成核心网参数查询与业务控制参数核对,detail_capability,P3-T3,P3,项目三：5G网络信息管理,P3-T3,任务3：5G网络参数检查,JP-03,JP-04,AU-04,AU-05,original_textbook;ai_inference,textbook:P3-T3 lines 4336-4753;images:image166-image172;v031a_revision:P3-T3,increment_revision,会核对核心网控制和QoS参数,我能识别核心网控制类参数、QoS参数和业务控制参数，判断它们与接入、注册、业务体验问题之间的关系。,查阅核心网参数表，标出与任务问题有关的参数项和复核风险。,核心网参数核对记录,核心网参数核对记录,P3T3-C08;P3T3-C09;P3T3-W05;IMG-172-177,redrawn_image;parameter_table;concept_card;worksheet,parameter_comparison;terminology_matching;risk_checking,trial_split,pending_media_review,professional;media;editorial,high,redraw_required,protocol;terminology;parameter_boundary,current,increment_revision,reports/P3-T3基于V0.3.1主数据补拆验证报告.md;reports/P3-T3增量补拆内部评审报告.md;reports/P3-T3增量补拆修订说明V0.3.1A.md;assets/media/image172.png;assets/media/image177.png,核心网侧作为三类并列检查分支之一；核心网参数涉及协议和厂家实现差异，必须专业复核后才能进入正式教材。
N-V031A-INC-P3T3-006,P3T3-N06,形成参数异常清单与后续处理建议,detail_capability,P3-T3,P3,项目三：5G网络信息管理,P3-T3,任务3：5G网络参数检查,JP-04,JP-05;JP-06,AU-05,AU-04,original_textbook;ai_inference,textbook:P3-T3 lines 4755-4800;classic_case:image178-image179;v031a_revision:P3-T3,increment_revision,把参数检查结果变成下一步处理建议,我能把无线、传输、核心网检查结果整理成参数异常清单，并说明是否进入参数设置、优化实施或结果验证。,归类异常参数，填写处理建议和复核边界，形成参数异常清单。,参数异常清单与处理建议,参数异常清单与处理建议,P3T3-C10;P3T3-C11;P3T3-RPT01;IMG-178-179,case_table;worksheet;report_template;rubric,case_analysis;proposal_matching;conclusion_writing;risk_checking,trial_split,pending_professional_review,professional;editorial;media,high,redraw_required,case_logic;conclusion;parameter_boundary,current,increment_revision,reports/P3-T3基于V0.3.1主数据补拆验证报告.md;reports/P3-T3增量补拆内部评审报告.md;reports/P3-T3增量补拆修订说明V0.3.1A.md;assets/media/image178.png;assets/media/image179.png,V0.3.1A将AU-06、AU-07收敛为后续流转关系，不再作为本节点次级能力；A3案例图单独纳入媒体审查挂接。
N-V032A-INC-P1T3-001,P1T3-N01,完成投诉应答与处理边界判断,detail_capability,P1-T3,P1,项目一：5G网络信息采集,P1-T3,任务3：投诉信息采集,JP-01,none,AU-01,AU-08,original_textbook;ai_inference,textbook:P1-T3 lines 1263-1354;v032_increment:P1-T3;v032a_revision:P1-T3,increment_revision,先判断这次投诉该怎么接,我能区分投诉紧急程度、升级风险和处理边界，知道哪些情况需要记录、安抚、升级或转入后续核实。,阅读投诉情境，判断投诉类型、紧急程度、升级风险和首问处理边界。,投诉受理与分类记录,投诉受理与分类记录,P1T3-C01;P1T3-C02;P1T3-W01,text_card;case_card;classification_table;worksheet,case_intro;evidence_classification;risk_checking,trial_split,pending_professional_review,professional;editorial;data_security,medium,not_applicable,procedure;communication,current,increment_revision,reports/P1-T3基于V0.3.2主数据补拆验证报告.md;reports/P1-T3增量补拆内部评审报告.md;reports/P1-T3增量补拆修订说明V0.3.2A.md,投诉类型和升级边界下沉为判断卡与分类单；本节点训练入口判断，不训练完整客服话术。
N-V032A-INC-P1T3-002,P1T3-N02,核实投诉关键信息并填写信息单,detail_capability,P1-T3,P1,项目一：5G网络信息采集,P1-T3,任务3：投诉信息采集,JP-01,JP-02,AU-01,AU-02;AU-03,original_textbook;ai_inference,textbook:P1-T3 lines 1342-1378;lines 1488-1529;v032_increment:P1-T3;v032a_revision:P1-T3,increment_revision,把客户说的问题记完整,我能把客户口述转成时间、地点、业务类型、终端、号码、频率、影响范围和可分析问题背景，并区分哪些信息必须脱敏。,从投诉电话或工单中提取关键字段，填写用户投诉信息单，并标注个人信息脱敏和授权要求。,用户投诉信息单,用户投诉信息单,P1T3-C03;P1T3-TBL01;P1T3-W02;P1T3-PRIV01,text_card;table;worksheet;checklist,data_reading;data_checking;risk_checking,trial_split,pending_editorial_review,professional;editorial;data_security,high,not_applicable,data_source;procedure;privacy,current,increment_revision,reports/P1-T3基于V0.3.2主数据补拆验证报告.md;reports/P1-T3增量补拆内部评审报告.md;reports/P1-T3增量补拆修订说明V0.3.2A.md,涉及姓名、地址、联系电话、录音和工单信息，必须使用教学模拟或脱敏数据；后续字段规范建议增加更细数据安全字段。
N-V032A-INC-P1T3-003,P1T3-N03,现场核实投诉场景与业务现象,detail_capability,P1-T3,P1,项目一：5G网络信息采集,P1-T3,任务3：投诉信息采集,JP-01,JP-02;JP-03,AU-01,AU-02;AU-03,original_textbook;ai_inference,textbook:P1-T3 lines 1380-1412;v032_increment:P1-T3;v032a_revision:P1-T3,increment_revision,到现场确认问题是不是真的存在,我能根据投诉地点、周边无线环境、业务体验和现场测试现象，确认投诉场景和需要补充采集的信息。,按预约、准备、身份说明、取得同意、现场核实和结果告知流程，记录语音、视频、网页等业务现象。,现场核实记录,现场核实记录,P1T3-C04;P1T3-C05;P1T3-W03,process_table;scenario_card;checklist;worksheet,process_ordering;data_checking;risk_checking,trial_split,pending_professional_review,professional;editorial;data_security,medium,not_applicable,procedure;case_logic,current,increment_revision,reports/P1-T3基于V0.3.2主数据补拆验证报告.md;reports/P1-T3增量补拆内部评审报告.md;reports/P1-T3增量补拆修订说明V0.3.2A.md,现场核实是P1到P2测试准备的桥接节点，不能写成完整测试教学；现场记录仍需客户知情和信息保护。
N-V032A-INC-P1T3-004,P1T3-N04,形成投诉初判与后续任务入口,detail_capability,P1-T3,P1,项目一：5G网络信息采集,P1-T3,任务3：投诉信息采集,JP-01,JP-04;JP-05,AU-01,AU-05,original_textbook;ai_inference,textbook:P1-T3 lines 1414-1486;classic_case lines 1550-1579;v032_increment:P1-T3;v032a_revision:P1-T3,increment_revision,把核实结果变成下一步任务入口,我能根据投诉信息和现场核实结果形成初步问题类型，判断后续应进入测试、数据分析、结果验证或继续跟踪。,阅读核实记录和教学模拟案例，标出问题初判、证据不足点和后续任务入口。,投诉初判与后续任务入口单,投诉初判与后续任务入口单,P1T3-C06;P1T3-C08A;P1T3-W04,case_card;classification_table;worksheet;rubric,case_analysis;problem_classification;proposal_matching,trial_split,pending_professional_review,professional;editorial;data_security,high,not_applicable,case_logic;conclusion;procedure,current,increment_revision,reports/P1-T3基于V0.3.2主数据补拆验证报告.md;reports/P1-T3增量补拆内部评审报告.md;reports/P1-T3增量补拆修订说明V0.3.2A.md,N04只形成投诉初判和后续任务入口，不替代P2/P3/P4/P5/P6的专业分析、参数检查、验证和复盘。
N-V032A-INC-P1T3-005,P1T3-N05,沟通处理结果并形成跟踪闭环,detail_capability,P1-T3,P1,项目一：5G网络信息采集,P1-T3,任务3：投诉信息采集,JP-01,JP-06,AU-01,AU-08,original_textbook;ai_inference,textbook:P1-T3 lines 1414-1486;classic_case lines 1550-1579;v032_increment:P1-T3;v032a_revision:P1-T3,increment_revision,把能说的说清楚，不能承诺的留边界,我能根据处理状态选择合适反馈口径，说明已解决、短期可解决或短期无法解决的边界，并形成后续跟踪记录。,比较反馈话术，删去越权承诺和未经证实结论，填写处理结果、客户反馈和跟踪要求。,投诉处理反馈单,投诉处理反馈单,P1T3-C07;P1T3-C08B;P1T3-PRIV02;P1T3-RPT01,text_card;case_table;checklist;report_template;rubric,correction_revision;risk_checking;conclusion_writing,trial_split,pending_editorial_review,professional;editorial;data_security,high,not_applicable,communication;privacy;conclusion,current,increment_revision,reports/P1-T3基于V0.3.2主数据补拆验证报告.md;reports/P1-T3增量补拆内部评审报告.md;reports/P1-T3增量补拆修订说明V0.3.2A.md,N05训练客户沟通、服务承诺边界、电话录音授权和跟踪闭环；反馈话术不能作为学生可机械套用文本。
N-V04-INC-P2T1-001,P2T1-N01,明确DT/CQT测试任务与验收口径,detail_capability,P2-T1,P2,项目二：5G网络测试,P2-T1,任务1：DT/CQT测试准备和执行,JP-02,JP-01;JP-03,AU-02,AU-01;AU-03,original_textbook;ai_inference,textbook:P2-T1 lines 1596-1663;task_inventory:P2-T1,increment_trial,先弄清这次测试要证明什么,我能区分DT和CQT的任务目标，确认测试对象、业务类型、指标口径、所需数据和验收边界。,阅读测试任务说明，圈出测试对象、业务类型、需要采集的数据和需要达成的测试口径。,测试任务与指标口径确认单,测试任务与指标口径确认单,P2T1-C01;P2T1-W01;textbook-image74-78,text_card;concept_diagram;worksheet;comparison_table,case_intro;task_analysis;data_checking,trial_split,pending_professional_review,professional;editorial;student_text,medium,redraw_required,terminology;procedure;data_source,current,increment_trial,reports/P2-T1基于V0.4主数据补拆验证报告.md;extracted/textbook.md,NSA和SA组网内容作为背景资源处理，不能替代本节点的测试任务确认。
N-V04-INC-P2T1-002,P2T1-N02,准备测试资料、工具设备与入场许可,detail_capability,P2-T1,P2,项目二：5G网络测试,P2-T1,任务1：DT/CQT测试准备和执行,JP-02,JP-01,AU-02,AU-01,original_textbook;ai_inference,textbook:P2-T1 lines 1665-1774;task_inventory:P2-T1,increment_trial,把测试前该准备的东西查全,我能根据测试计划准备工参、邻区表、仿真报告、FTP信息、测试终端、车辆、人员和入场许可，并知道哪些信息不能直接公开。,按资料、工具、人员车辆、客户接口、入场许可和数据安全边界填写测试准备核对单。,测试准备核对单,测试准备核对单,P2T1-C02;P2T1-TBL01;P2T1-PERM01;P2T1-SAFE01,checklist;table;worksheet;scenario_card,data_checking;risk_checking;process_ordering,trial_split,pending_editorial_review,professional;editorial;data_security;teaching_validation,high,not_applicable,procedure;authorization;privacy,current,increment_trial,reports/P2-T1基于V0.4主数据补拆验证报告.md;extracted/textbook.md,GPS、扫频仪、加密狗、逆变器等只作为工具资源和核对项，不单独升格为能力节点。
N-V04-INC-P2T1-003,P2T1-N03,配置测试软硬件并完成连通性检查,detail_capability,P2-T1,P2,项目二：5G网络测试,P2-T1,任务1：DT/CQT测试准备和执行,JP-02,JP-03,AU-02,AU-03,original_textbook;ai_inference,textbook:P2-T1 lines 1700-1774;lines 1817-1848;images:image79-image82,increment_trial,先确认设备和软件真的能采集,我能按连接关系检查测试手机、GPS、扫频仪、笔记本、采集软件、license和数据保存环境，判断是否具备开始测试条件。,按设备连接图和软件状态提示完成连通性检查，记录异常并判断是否需要转入P2-T2问题处理。,设备连接与软件配置检查记录,设备连接与软件配置检查记录,P2T1-C03;P2T1-W02;P2T1-IMG79;P2T1-IMG80;P2T1-IMG81;P2T1-IMG82,process_table;checklist;redrawn_image;worksheet,process_ordering;data_checking;risk_checking,trial_split,pending_media_review,professional;media;editorial;teaching_validation,high,redraw_required,procedure;tool_screenshot;data_source,current,increment_trial,reports/P2-T1基于V0.4主数据补拆验证报告.md;assets/media/image79.png;assets/media/image80.png;assets/media/image81.png;assets/media/image82.png,软件安装和测试任务配置截图必须媒体审查或重绘，不能裸用为正式教材图。
N-V04-INC-P2T1-004,P2T1-N04,规划DT路线与CQT测试场景,detail_capability,P2-T1,P2,项目二：5G网络测试,P2-T1,任务1：DT/CQT测试准备和执行,JP-02,JP-03,AU-02,AU-03,original_textbook;ai_inference,textbook:P2-T1 lines 1775-1807;lines 1872-1882,increment_trial,把测试路线和测试点设计清楚,我能根据站点开通、道路、重叠区、投诉区域、CQT室内外场景和近中远点要求，形成可执行测试路线和测试点计划。,在路线规划表中标注DT路线、行驶方向、重叠区、CQT室内外场景和测试点选择理由。,测试路线与场景规划表,测试路线与场景规划表,P2T1-C04;P2T1-TBL02;P2T1-W03;P2T1-MAP01,route_map;table;worksheet;scenario_card,route_planning;boundary_checking;scenario_mapping,trial_split,pending_professional_review,professional;editorial;data_security;teaching_validation,high,redraw_required,procedure;threshold;data_source,current,increment_trial,reports/P2-T1基于V0.4主数据补拆验证报告.md;extracted/textbook.md,路线规划涉及道路安全、位置信息和测试边界，正式资源应使用教学模拟地图或脱敏路线。
N-V04-INC-P2T1-005,P2T1-N05,执行DT路测采集并记录异常事件,detail_capability,P2-T1,P2,项目二：5G网络测试,P2-T1,任务1：DT/CQT测试准备和执行,JP-02,JP-03;JP-04,AU-02,AU-03;AU-05,original_textbook;ai_inference,textbook:P2-T1 lines 1799-1870;classic_case lines 1911-1942,increment_trial,边路测边保证数据可用,我能在DT路测过程中确认设备运行、GPS打点、业务测试和LOG记录状态，遇到中断、未知PCI或异常事件时做记录并触发后续处理。,按DT采集流程执行测试记录，填写设备状态、异常时间地点、现场情况和是否转入问题处理。,DT采集与异常事件记录,DT采集与异常事件记录,P2T1-C05;P2T1-W04;P2T1-CASE01;P2T1-SAFE02,process_card;worksheet;case_card;checklist,data_collection;exception_recording;risk_checking,trial_split,pending_professional_review,professional;editorial;data_security;teaching_validation,high,redraw_required,procedure;case_logic;data_source,current,increment_trial,reports/P2-T1基于V0.4主数据补拆验证报告.md;extracted/textbook.md,DT路测涉及车辆、设备供电和现场安全，教学活动应先使用模拟数据和安全边界说明。
N-V04-INC-P2T1-006,P2T1-N06,执行CQT定点业务测试并记录质量,detail_capability,P2-T1,P2,项目二：5G网络测试,P2-T1,任务1：DT/CQT测试准备和执行,JP-02,JP-03,AU-02,AU-03,original_textbook;ai_inference,textbook:P2-T1 lines 1872-1900,increment_trial,在固定场景把业务质量测完整,我能按CQT场景、测试时间、测试点、主被叫次数、数据业务要求和近中远点要求记录业务质量。,按CQT测试记录表完成语音、数据业务、场景位置、测试卡和测试人员信息的教学化记录。,CQT业务测试记录,CQT业务测试记录,P2T1-C06;P2T1-W05;P2T1-TBL03;P2T1-SAFE03,scenario_card;worksheet;table;checklist,scenario_testing;data_checking;risk_checking,trial_split,pending_professional_review,professional;editorial;data_security;teaching_validation,high,not_applicable,procedure;threshold;privacy,current,increment_trial,reports/P2-T1基于V0.4主数据补拆验证报告.md;extracted/textbook.md,CQT记录可能涉及人员、场地、测试卡和真实环境信息，正式教材需使用模拟或脱敏记录。
N-V04-INC-P2T1-007,P2T1-N07,保存测试LOG并移交测试资料包,detail_capability,P2-T1,P2,项目二：5G网络测试,P2-T1,任务1：DT/CQT测试准备和执行,JP-02,JP-03,AU-02,AU-03,original_textbook;ai_inference,textbook:P2-T1 lines 1840-1902;lines 1947-1957,increment_trial,把采集结果交给后续分析的人能用,我能按测试任务保存LOG、命名文件、汇总测试点、设备、卡号、异常事件和业务质量信息，并形成可移交的测试资料包。,整理LOG、路线图、测试点、异常记录和CQT记录，形成交付清单并说明后续分析入口。,测试数据交付包,测试数据交付包,P2T1-C07;P2T1-W06;P2T1-RPT01;P2T1-HANDOFF01,report_template;checklist;worksheet;data_package,data_archiving;handoff;quality_checking,trial_split,pending_professional_review,professional;editorial;data_security;platform;teaching_validation,high,not_applicable,data_source;procedure;publication_boundary,current,increment_trial,reports/P2-T1基于V0.4主数据补拆验证报告.md;extracted/textbook.md,测试LOG和交付包是P2-T2和P2-T3输入，不能包含真实敏感网络数据或未授权个人信息。
N-V034-INC-P4T1-001,P4T1-N01,明确优化对象与实施边界,detail_capability,P4-T1,P4,项目四：5G端到端网络优化,P4-T1,任务1：5G网络优化方案实施,JP-04,JP-05,AU-05,AU-06,original_textbook;ai_inference,textbook:P4-T1 lines 5188-5199;task_inventory:P4-T1,increment_trial,先弄清这次到底要优化什么,我能根据问题现象和已有整改建议确认优化对象、实施边界和不能直接操作的内容。,阅读任务情境和前序建议，填写优化实施任务单。,优化实施任务单,优化实施任务单,P4T1-C01;P4T1-W01,case_card;worksheet;boundary_table,case_intro;task_analysis;boundary_checking,trial_split,pending_professional_review,professional;editorial;student_text,medium,not_applicable,procedure;data_source,current,increment_trial,reports/P4-T1基于V0.3.4主数据补拆验证报告.md;extracted/textbook.md,承接P2T3整改建议和P3T3参数异常清单，不直接进入软件操作。
N-V034-INC-P4T1-002,P4T1-N02,区分优化动作类型与责任边界,detail_capability,P4-T1,P4,项目四：5G端到端网络优化,P4-T1,任务1：5G网络优化方案实施,JP-05,JP-04,AU-06,AU-05,original_textbook;ai_inference,textbook:P4-T1 lines 5194-5204;lines 5686-5732,increment_trial,先判断这件事属于哪类优化动作,我能区分天线、无线、承载网和核心网方向，并说明哪些动作需要工程授权或专业岗位协同。,根据现象和建议选择优化动作类型，填写责任边界表。,优化动作分类与责任边界表,优化动作分类与责任边界表,P4T1-C02;P4T1-W02;P4T1-ACT02,classification_table;scenario_card;worksheet,problem_classification;risk_checking,trial_split,pending_professional_review,professional;editorial;teaching_validation,high,not_applicable,procedure;authorization;publication_boundary,current,increment_trial,reports/P4-T1基于V0.3.4主数据补拆验证报告.md;extracted/textbook.md,天线、无线、承载和核心网作为分支场景，不拆成四个平行能力节点。
N-V034-INC-P4T1-003,P4T1-N03,读取关键参数与变更依据,detail_capability,P4-T1,P4,项目四：5G端到端网络优化,P4-T1,任务1：5G网络优化方案实施,JP-05,JP-03;JP-04,AU-06,AU-04;AU-05,original_textbook;ai_inference,textbook:P4-T1 lines 5206-5684;lines 5686-5732;images:image208;image228-image232,increment_trial,会从参数里找出调整依据,我能从教学化参数表或重绘界面中识别支撑优化动作的关键参数，并说明参数能支持什么判断。,标注关键参数、当前状态、建议动作和还缺少的复核信息。,参数依据记录表,参数依据记录表,P4T1-C03;P4T1-C04;P4T1-IMG01;P4T1-W03,parameter_table;redrawn_image;worksheet;case_card,parameter_annotation;data_reading;boundary_checking,trial_split,pending_media_review,professional;media;editorial;student_text,high,redraw_required,tool_screenshot;terminology;data_source,current,increment_trial,reports/P4-T1基于V0.3.4主数据补拆验证报告.md;assets/media/image208.png;assets/media/image228.png;assets/media/image229.png;assets/media/image230.png;assets/media/image231.png;assets/media/image232.png,原教材大量截图只能作为待审媒体和重绘来源，不能裸进学生端。
N-V034-INC-P4T1-004,P4T1-N04,制定实施步骤与风险回退检查,detail_capability,P4-T1,P4,项目四：5G端到端网络优化,P4-T1,任务1：5G网络优化方案实施,JP-05,JP-04,AU-06,AU-05,original_textbook;ai_inference,textbook:P4-T1 lines 5686-5732,increment_trial,把优化动作排成可控步骤,我能把拟实施动作排成受控步骤，并补充影响范围、回退条件、复核人和实施前检查。,对实施步骤排序，补充风险、影响范围和回退检查。,实施步骤与回退检查单,实施步骤与回退检查单,P4T1-C05;P4T1-W04;P4T1-ACT04,process_table;checklist;worksheet,process_ordering;risk_checking;boundary_checking,trial_split,pending_professional_review,professional;editorial;teaching_validation,high,not_applicable,procedure;authorization;publication_boundary,current,increment_trial,reports/P4-T1基于V0.3.4主数据补拆验证报告.md;extracted/textbook.md,本节点训练受控实施思路，不是让学生独立操作真实网络。
N-V034-INC-P4T1-005,P4T1-N05,记录实施结果与变更凭据,detail_capability,P4-T1,P4,项目四：5G端到端网络优化,P4-T1,任务1：5G网络优化方案实施,JP-05,JP-06,AU-06,AU-07,original_textbook;ai_inference,textbook:P4-T1 lines 5686-5732;task_inventory:P4-T1,increment_trial,把做过什么和为什么做记录清楚,我能记录变更前后参数、操作依据、执行结果、异常备注和后续验证要求，让优化实施可以追溯。,填写优化实施变更记录，并标出需要保留的凭据。,优化实施变更记录,优化实施变更记录,P4T1-C06;P4T1-W05,worksheet;record_template;evidence_table,record_completion;evidence_checking,trial_split,pending_professional_review,professional;editorial;data_security;teaching_validation,high,not_applicable,procedure;data_source;authorization,current,increment_trial,reports/P4-T1基于V0.3.4主数据补拆验证报告.md;extracted/textbook.md,变更记录必须使用教学模拟或脱敏材料，不得暴露真实网元和真实工程参数。
N-V034-INC-P4T1-006,P4T1-N06,形成复测验证入口并交接P4-T2,detail_capability,P4-T1,P4,项目四：5G端到端网络优化,P4-T1,任务1：5G网络优化方案实施,JP-06,JP-05,AU-07,AU-06,original_textbook;ai_inference,textbook:P4-T1 lines 5758-5799;P4-T2 bridge,increment_trial,优化后还要交给验证来判断,我能把实施记录整理成复测验证入口，说明需要复测的场景、指标、数据来源和不能直接下结论的边界。,汇总复测指标、验证场景和交接材料，形成复测验证交接清单。,复测验证交接清单,复测验证交接清单,P4T1-C07;P4T1-W06;P4T1-ACT06,text_card;worksheet;matching_activity,validation_planning;handoff_checking,trial_split,pending_professional_review,professional;editorial;student_text;teaching_validation,medium,redraw_required,case_logic;conclusion;data_source,current,increment_trial,reports/P4-T1基于V0.3.4主数据补拆验证报告.md;extracted/textbook.md,本节点只形成验证入口，不代表优化效果已经达标。
N-V035-INC-P4T3-001,P4T3-N01,明确报告对象与交付口径,detail_capability,P4-T3,P4,项目四：5G端到端网络优化,P4-T3,任务3：5G网络优化报告输出,JP-06,none,AU-08,AU-07,original_textbook;ai_inference,textbook:P4-T3 lines 7053-7074;task_inventory:P4-T3,increment_trial,先弄清报告要交给谁和说明什么,我能根据客户要求和任务情境确认报告类型、交付对象、交付口径和不能直接承诺的内容。,阅读任务要求并填写报告交付口径确认单。,报告交付口径确认单,报告交付口径确认单,P4T3-C01;P4T3-W01;P4T3-ACT01,task_card;worksheet;boundary_table,task_analysis;report_type_identification;boundary_checking,trial_split,pending_professional_review,professional;editorial;student_text,medium,not_applicable,conclusion;customer_communication;publication_boundary,current,increment_trial,reports/P4-T3基于V0.3.5主数据补拆验证报告.md;extracted/textbook.md,本节点训练报告对象和交付口径确认，不训练对外承诺。
N-V035-INC-P4T3-002,P4T3-N02,归集实施与验证证据,detail_capability,P4-T3,P4,项目四：5G端到端网络优化,P4-T3,任务3：5G网络优化报告输出,JP-06,JP-05;JP-03,AU-08,AU-06;AU-07;AU-03,original_textbook;ai_inference,textbook:P4-T3 lines 7076-7110;P4-T1 bridge;P4-T2 bridge,increment_trial,报告不能凭空写，要先把证据找齐,我能从实施记录、复测入口、验证结论和测试分析报告中选择能进入报告的证据，并说明证据能证明什么。,整理实施记录、验证结论和测试分析材料，填写报告证据链清单。,报告证据链清单,报告证据链清单,P4T3-C02;P4T3-W02;P4T3-ACT02,text_card;evidence_table;worksheet,evidence_classification;data_source_checking,trial_split,pending_professional_review,professional;editorial;data_security;student_text,high,not_applicable,data_source;conclusion;authorization,current,increment_trial,reports/P4-T3基于V0.3.5主数据补拆验证报告.md;extracted/textbook.md,承接P4T1-N05、P4T1-N06、P4T2-N07、P2T3-N08；证据不足时应回流补充验证依据。
N-V035-INC-P4T3-003,P4T3-N03,选择报告结构并组织材料,detail_capability,P4-T3,P4,项目四：5G端到端网络优化,P4-T3,任务3：5G网络优化报告输出,JP-06,none,AU-08,AU-07,original_textbook;ai_inference,textbook:P4-T3 lines 7076-7108,increment_trial,选对结构，把材料排成别人能看懂的报告,我能区分KPI指标优化类、测试指标优化类和案例类报告组织方式，并根据任务情境排列材料。,根据任务情境选择报告结构，排列问题概述、证据、措施、结果和案例材料。,报告结构草稿,报告结构草稿,P4T3-C03;P4T3-W03;P4T3-ACT03,report_template;structure_card;worksheet,report_structure_selection;material_ordering,trial_split,pending_editorial_review,professional;editorial;student_text,medium,not_applicable,template;publication_boundary;conclusion,current,increment_trial,reports/P4-T3基于V0.3.5主数据补拆验证报告.md;extracted/textbook.md,报告结构作为组织工具，不能替代能力节点。
N-V035-INC-P4T3-004,P4T3-N04,对比指标并写出结论边界,detail_capability,P4-T3,P4,项目四：5G端到端网络优化,P4-T3,任务3：5G网络优化报告输出,JP-06,JP-03,AU-08,AU-07;AU-03,original_textbook;ai_inference,textbook:P4-T3 lines 7198-7275;table:4-3-2,increment_trial,看懂优化前后数据，再写能站得住的结论,我能根据优化前后指标对比说明改善、达标、劣化、未闭环和需二次分析的边界。,阅读覆盖方案对比表，改写过度结论，形成有依据和边界的指标结论段。,指标对比结论段,指标对比结论段,P4T3-C04;P4T3-W04;P4T3-ACT04,data_table;worksheet;rubric,comparison_analysis;conclusion_writing;boundary_checking,trial_split,pending_professional_review,professional;editorial;student_text;teaching_validation,high,not_applicable,threshold;conclusion;data_source,current,increment_trial,reports/P4-T3基于V0.3.5主数据补拆验证报告.md;extracted/textbook.md,总采样点增长与覆盖率下降并存，必须训练改善不等于达标。
N-V035-INC-P4T3-005,P4T3-N05,编写典型案例分析段落,detail_capability,P4-T3,P4,项目四：5G端到端网络优化,P4-T3,任务3：5G网络优化报告输出,JP-06,JP-04;JP-05,AU-08,AU-05;AU-06;AU-07,original_textbook;ai_inference,textbook:P4-T3 lines 7150-7197;images:image300-image301,increment_trial,把一个典型问题讲清楚，而不是只贴图,我能把典型案例写成问题现象、原因判断、优化措施、效果证据和注意事项组成的分析段落。,基于越区覆盖案例补齐案例分析链条，并标出截图和站点信息的待审边界。,典型案例分析段,典型案例分析段,P4T3-C05;P4T3-W05;P4T3-IMG01;P4T3-ACT05,case_card;worksheet;screenshot;redrawn_image,case_analysis;evidence_classification;media_review,trial_split,pending_media_review,professional;media;editorial;data_security;student_text,high,redraw_required,case_logic;data_security;tool_screenshot;conclusion,current,increment_trial,reports/P4-T3基于V0.3.5主数据补拆验证报告.md;assets/media/image300.png;assets/media/image301.png,原教材站点案例和测试截图只能作为待审来源，正式学生端需脱敏和教学化重绘。
N-V035-INC-P4T3-006,P4T3-N06,修订报告表达并准备客户沟通,detail_capability,P4-T3,P4,项目四：5G端到端网络优化,P4-T3,任务3：5G网络优化报告输出,JP-06,JP-07,AU-08,AU-07,original_textbook;ai_inference,textbook:P4-T3 lines 7276-7335,increment_trial,把报告改到能提交，也能说明还不能承诺什么,我能根据评价量规修订报告结论，并准备客户沟通要点和待确认问题。,对报告样稿进行二次修订，删除越权承诺，形成客户沟通提纲和待确认问题清单。,优化报告输出样稿与沟通提纲,优化报告输出样稿与沟通提纲,P4T3-C06;P4T3-W06;P4T3-ACT06,report_template;rubric;communication_script,correction_revision;customer_communication;reflection_summary,trial_split,pending_editorial_review,professional;editorial;student_text;teaching_validation,high,not_applicable,customer_communication;publication_boundary;conclusion,current,increment_trial,reports/P4-T3基于V0.3.5主数据补拆验证报告.md;extracted/textbook.md,沟通提纲只训练职业表达和待确认问题，不训练商务承诺或真实对外声明。
N-V036-INC-P3T2-001,P3T2-N01,明确监控任务与账号权限边界,detail_capability,P3-T2,P3,项目三：5G网络信息管理,P3-T2,任务2：5G网络运行监控,JP-03,none,AU-04,none,original_textbook;ai_inference,textbook:P3-T2 lines 2709-2812;task_inventory:P3-T2,increment_trial,先弄清这次监控任务和账号能做什么,我能根据监控任务判断需要查看哪些对象和数据并说明哪些账号操作不能在真实系统中随意执行。,阅读任务情境和权限说明并填写监控任务与权限边界单。,监控任务与权限边界单,监控任务与权限边界单,P3T2-C01;P3T2-W01;P3T2-ACT01,task_card;boundary_table;worksheet,task_analysis;permission_boundary_checking,trial_split,pending_professional_review,professional;data_security;student_text,high,not_applicable,authorization;privacy;procedure,current,increment_trial,reports/P3-T2基于V0.3.6主数据补拆验证报告.md;extracted/textbook.md,本节点训练权限边界识别和教学仿真边界，不训练真实网管账号增删改。
